id,text,label
2010CLXVIII,"clxviii 2010 law on the amendment of certain agricultural legislation [legislation_1] 1. § xcv 2009 on the prohibition of unfair distribution of agricultural and food products against suppliers. act (hereinafter referred to as ""tfmtv') 2. paragraph 2 (a) of this article shall be replaced by the following: [for the purposes of this act:] (a) supplier: a legal entity without legal personality other entity or a natural person which sells the processed or processed product to the trader; § (1) the tfmtv. 3. paragraph 2 (c) of this article shall be replaced by the following: 3. paragraph 2 (f) of this article shall be replaced by the following: 3. paragraph 2 (h) of this article shall be replaced by the following: [an unfair distributor's conduct], (h) payment to the supplier of the goods for more than 30 days after (receiving) the goods by the trader or other person acting for the benefit of the trader, provided that the supplier makes the invoice available to the trader within 15 days of receipt and that the provision in paragraph 2 (b) is not complied with; 3. the following points (q) and (r) are added to paragraph 2 of article 2 of this article: [an unfair dealer's conduct], except in the case of the sale of the stock to the final consumer of a maximum of fifteen days due to the cessation of the trader's activity or a change in the profile, and in the case of the sale of an incomplete product, the supply price charged by the supplier or, in the case of his own production, the sale of the stock to the final consumer, except in any event, the refund of the discount or charge payable by the trader on the basis of the quantity of the goods marketed, shall be charged to the supplier on the basis of an ex post price reduction calculated by the parties on the basis of the excess sales made or estimated by the parties in relation to the volume of the trade flows of the product. 3. the following paragraphs 2a and 2b are added to article 2a (2):.2a. within 30 days of the final date on which the supplier's consent is granted to the consumer, the trader shall account for the discount granted and the quantity of the product concerned to the supplier. (2b) in the case of enforcement of the trader's account compensation, its fact shall be 15 days after the date of validation.",3
2005LXXI,"lxxi 2005 act lxxiv of 1997 on the employment with the casual work book and the simplified payment of public burdens related thereto. amending act no [fette_1] 1. § lxxiv of 1997 on the employment with the casual work book and the simplified payment of public burdens related thereto. act (hereinafter referred to as amk. (tv) 1. the following points (c) to (e) are added to paragraph 2 of article 2 of the act: act (hereinafter referred to as ""flt.') 7. (d) a foreign person who is a spouse living with a hungarian national in hungary and a widow of a hungarian national who lived with the deceased spouse in hungary for at least one year prior to his death (e) a foreign person not subject to points (c) to (d) shall be subject to point 2/b. in the framework of the work provided for in paragraph (2) of section 2. the amk. tv. 2. article 1 (4) is replaced by the following: employees employed in the employment of an employer as defined in paragraph (1) (a) of the first subparagraph shall not be employed in the performance of tasks falling within his employment relationship with the same employer. § (1) the amk. tv. the next new 2/a. the following paragraphs shall be added: article 2 (1) by way of derogation from paragraph 3 of article 1, article 1 shall apply. (b) in the case of temporary employment directly linked to the employer's activities, in the case of several or at least three (a) employers of natural persons who are registered as employers or (b) employers of a particular public benefit organisation, the employee may spend a total of two hundred days in an occasional employment relationship. 2. in addition to employers as defined in points (a) and (b) of paragraph 1, where a worker is employed by other employers in the context of an occasional employment relationship, the duration of occasional work may not exceed, within one year, two hundred days for each employer not included in the circle defined in paragraph 1 (a) and (b), the period of one hundred and twenty days shall not exceed 90 days for each employer. 685. his family member is an employer within the meaning of point (b) of article 2 (1) of regulation (eu) no 182/2011. 4. for the purposes of paragraphs 1 to 2, a self-employed person shall not be regarded as an employer in relation to the employment related to the activities of his undertaking. the amk. tv. the next new 2/b. the following paragraphs shall be added: (1) for the worker engaged in agricultural (especially crop farming) activities, mt. 117. in the case of employment in the framework of seasonal work within the meaning of article 2 (1) (j) of regulation (eu) no 182/2011, point 2 shall be replaced by the following: paragraph 1 (b) shall not apply. 2. in the framework of the seasonal work referred to in paragraph 1, a foreign person as defined in point (e) of paragraph 2 of article 2 may spend a maximum of 60 days in the course of an occasional employment and employment period of one year in accordance with article 2. article 2 (1) (b) to (c) § (3) and 2/a. the provisions of paragraph 2 of section 5 shall not apply. § (1) the amk. tv. 5. paragraphs 1 to 2 of article 2 of the act shall be replaced by the following paragraphs 1 to 3 of this article: paragraphs 3 to 9 shall be replaced by paragraphs 4 to 10.",4
1991LXVI,"lxvi 1991 act xxviii of 1991 on the protection of trade union assets on equal opportunities for workers to organise and operate their organisations [log note_1] on the protection of trade union assets, article xxviii of 1991 on equal opportunities for workers to organise and organise their organisations act (hereinafter referred to as ""tv') is amended as follows: ♪ the tv. ♪ 9. paragraph (2) of article 2 shall be replaced by the following:,2) the meeting of the board of directors shall have a quorum if at least half of its members are present. the unanimous decision of the members present shall be necessary for the adoption of the rules of procedure of the board of directors and for the adoption of article 2 of the rules of procedure of the board of directors and of the trade union property. for the disposal of assets within the meaning of paragraph 2 (a) and (d). the votes of two thirds of the members of the board of directors present in other decisions shall be required. ♪ the tv. ♪ 9. the following paragraph 5 is added: location: budapest. its representative is the president-in-office of the board of directors. § this law shall enter into force on the day of its publication. [leg note_1] the act was adopted by the parliament on 19 november 1991. published in the hungarian gazette of 29 november 1991.",4
2000LXX,"lxx 2000. act no 141 on the publication of convention no 141 on the organisations of agricultural workers and their role in economic and social development, adopted at the 60th session of the international labour conference in 1975 [legary] 1. § parliament shall publish by this law the convention on the organisations of agricultural workers and their role in economic and social development adopted at the 60th session of the international labour conference in 1975. (the instrument of ratification of the republic of hungary was deposited with the director-general of the international labour office on the 4th day of january 1994. for hungary, the convention entered into force on the 4th day of january 1995.) 2. § the official translation of the convention in hungarian shall be as follows: the general conference of the international labour organisation, convened by the board of directors of the international labour office in geneva and meeting at its 60th session on 4 june 1975 and recognising their importance in the world, is the urgency to involve agricultural workers in the tasks of economic and social development in order to permanently and effectively improve their working and living conditions and to rely on the fact that in many countries of the world, in particular in developing countries, the use of land is very weak and the underemployment of the labour force is very significant and that this fact requires agricultural workers to be encouraged to develop free viable organisations which are able to protect and protect, in particular, the interests of, and to ensure the effective participation of, in the context of, the context of, the united nations convention on the protection of food and the protection of many parts of the world, to promote the development of agricultural workers and the content of the content and the content of the content of the text of the text of the text of the text and, in particular, the text of the text of the text of the text of the text of the text of the text of the text and of the text of the text of the text of the text of the text of the text.",4
2000LIII,"liii, 2000 act on the publication of convention no 88 on the organisation of labour market services, adopted at the 31st session of the international labour conference in 1948 [leg _1] 1. § parliament shall publish by this law the convention on the organisation of labour market services adopted on 9 july 1948 at the 31st session of the international labour conference in 1948. (the instrument of ratification of the republic of hungary was deposited with the director-general of the international labour office on 4 january 1994. for hungary, the convention entered into force on 4 january 1995.) 2. § the official translation of the convention in hungarian shall be as follows: convention on the organisation of labour market service the general conference of the international labour organisation, convened by the board of directors of the international labour office in san francisco, which met on 17 june 1948 for the thirtieth session and, having decided to accept the various proposals on the organisation of labour market services, which were included as the fourth item in the agenda of the session, and having decided to make these proposals available in the form of an international convention, adopted today on 9 july 1948 the following convention, which can be quoted as the 1948 convention on labour market service: 1. article 1 all member states of the international labour organisation for which this convention is in force shall maintain or maintain a free public labour market organisation. 2. as an integral part of the national programme for achieving and maintaining full employment and developing and using productive resources, the labour market organisation should ensure the best possible organisation of the labour market, if necessary through cooperation with other relevant public or private organisations. 2. article the labour market organisation consists of a national system of employment offices managed by a national authority. 3. article 1 the system includes a network of local and, if necessary, regional offices. the number of existing offices should be sufficient to provide all the geographical areas of the country and their location should be adequate for both employers and employees. 2. the network organisation (a) shall be reviewed (i) if there is a significant change in the distribution of economic activity or the active population and (ii) if the competent authority considers the review desirable in order to assess the experience gained during the pilot period; and (b) if the outcome of the review justifies the change. 4. article 1 appropriate measures should be taken by consultative committees to ensure that employers' and employees' representatives cooperate in the functioning of the labour market service organisation and in policy-making. 2. such measures should provide for the establishment of one or more national advisory committees and regional and local committees depending on needs. 3. the representatives of employers and employees participating in the committees shall be appointed in equal numbers after consulting representative organisations of employers and workers, provided that such organisations exist. 5. article 4 after consulting employers' and employees' representatives, the general policy on labour market services concerning the posting of workers to vacant posts shall be adopted in accordance with article 4. the advisory committees provided for in this article shall be required to draw up them. 6. article a labour market service should be organised in such a way as to ensure effective recruitment and placement. to this end, the service (a) must help workers to get the right job and employers to find the right workers and, in accordance with the rules (s) developed on national funds, must record their professional qualifications and wishes with them",4
1997CII,"1997 cii. act xciii of 1993 on osh amending act no [fette_1] 1. § xciii of 1993 on occupational safety, as amended several times. act (hereinafter referred to as ""mvt') 9. paragraph 3 of article 3 of the act is replaced by the following:  in the case of exceptional working conditions (e.g. rescue emergency response activities) and in the context of the work performed by the armed forces (organisations under the leadership and control of the minister of defence and the border guards) and law enforcement bodies in the context of a criminal execution relationship, the special legislation issued by the competent minister may, if exceptionally justified, lay down procedural rules concerning non-healthy and safe work. the mvt. 18. in the absence of an importer, the operator shall certify (certified) in the framework of the general quality certificate, that the provisions of articles 3 to 5 of this article are replaced by the following:, 3) work equipment shall be put into service and put into service and put into service only if it satisfies the requirements of non-healthy and safe work and, in the case of a product imported from abroad by the manufacturer, in the absence of an importer. 4. in addition, all ppe may be placed on the market if the work equipment has a certificate of conformity and a certificate of qualification for ppe. the osh conformity assessment shall be carried out in accordance with the relevant legislation and the labour minister's decree. (5) the minister of labour shall, in agreement with the minister of welfare, lay down detailed rules for the issue of the certificate of certification of personal protective equipment and for the verification of its domestic production. § (1) the mvt. 23. the following second sentence shall be added to paragraph 1 of section 1 of this article:,the periodic safety review may be carried out by a person authorised by a professional safety expert or by an accredited institution authorised to do so by a separate legal act. 23. the minister of labour, in agreement with the minister of welfare, shall determine the minimum level of safety and health requirements for work equipment. the mvt. the following 26/a. the following paragraphs shall be added:.26/a. § in a workplace where the nature of the hazard justifies the use of safety and health signs in order to protect workers and workers in the scope of work. detailed rules for this are laid down by the minister for labour. the mvt. 35. the following paragraph 4 shall be added to paragraph 4 of article 4 of this article: the mvt. 36. the following paragraph 3 shall be added to section 3 of this article:, in the immediate vicinity of the gate intended primarily for motor vehicle traffic, pedestrians shall be provided with a separate door if the passage is unsafe for pedestrians. the mvt. 37. article 3 is replaced by the following: § exits and emergency exits shall be kept free of designated escape routes. their size and illumination should enable the workplace to leave the dangerous area quickly and safely. the use of sliding or rotating doors for emergency exits shall be prohibited. emergency exits must be closed only in such a way that they can be opened by anyone in an emergency. the mvt. 42. paragraph 2 (a) of this article is replaced by the following: (in order to prevent or reduce the harmful effects of dangerous work processes in order to prevent hazards or reduce their harmful effects) (a) the conditions for non-healthy and safe work with the workers concerned, both for the workplace as a whole and for each workflow, are replaced by the following:",4
2001XCI,"2001 xci. act lxxx of 1993 on higher education. lxxx of 1993 on higher education, as amended several times. act (hereinafter referred to as ""ftv') is amended as follows: the ftv. the next new 10/b. paragraph 10/b is added at the same time as the original 10/b. § 10/c. article 10/c § 10/d. article 115 is amended as follows: in paragraph 3 (c) of article 10/b. in the title, the text is replaced by the text set out in article 10/c. the following text is inserted after point 10 of annex i to the eea agreement: § (1) under this law, albert szent-györgyi scholarship may be awarded in a tendering system. (2) the primary aim of the scholarship is to ensure that researchers recognised in international scientific life from abroad carry out teaching and research activities in hungary in the interest of hungarian higher education. (3) the minister of education shall be authorised by decree to establish the procedure for granting the grant of the albert szent-györgyi scholarship for other services assigned to the scholarship, the scope of the conditions of the application shall be the rights and obligations of the number of scholarships. the ftv. 11. the following new paragraph 4 is added and the original paragraphs 4 to 6 become paragraphs 5 to 7 of the act of accession of higher education institutions. 685. in addition, you may agree to the establishment of doctoral scholarships with public bodies and individuals with foundations, as required by the institutional rules, as provided for in section (c) of section 3. § (1) the ftv. 27. paragraph 2 of article 2 of the act is replaced by the following: the student status shall be established by registration and, except as provided for in paragraph 3, shall run until the last day of the first final examination period following the removal of dismissal from the institution from the list of students and the successful completion of the last year. upon termination of student status, until the diploma is issued, the holder shall be entitled to the rights and obligations of the final examination. if the student does not complete his final examination from the termination of the student status until all the conditions necessary for the diploma are fulfilled, the period specified in the institutional regulations may be that laid down, however, not less than two years. 27. the following paragraph 3 shall be added and the original paragraph 3 shall be numbered to paragraph (4):,3) in doctoral training, the student status shall be established by signing up and the completion of doctoral studies of up to three years duration shall run until the termination of dismissal from the institution or removal from the list of students. § (1) the ftv. 28. paragraph 1 of article 4 (1) of the act is replaced by the following:.... the student relationship may be suspended for a total of four semesters, as defined in the institutional rules, which may be extended by two semesters for reasons of special fairness for a maximum period of time corresponding to the duration of the training. (2) ftv. 28. the following paragraph 2 is added and the original paragraph 2 becomes paragraph 3: the ftv. 74. the following point (o) is added to paragraph 1 of article 2 (1) of the act: (the minister of education in the field of public tasks relating to higher education).o) lays down the conditions for ensuring equal opportunities for students with disabilities to continue their studies, in particular the admission examination requirements, in order to meet the professional and practical requirements of the training and to create a barrier-free environment. § (1) the ftv.",5
2005CVI,"cvi 2005 act lxxx of 1993 on higher education. amending act no [fette_1] 1. § lxxx 1993 on higher education. law 72 (hereinafter referred to as the higher education act) the following points (s) to (u) are added: the structure of the multicycle training provided for in section 2 of this article shall be determined by the structure of the divisional and undivided training courses, by the number of credits assigned to the training disciplines of the basic and master's programmes, and the procedure for starting them, as well as the period of training in the field of practical training under the external non-university institutional framework (t) the structure of the organisation of higher vocational education and training ( u) the way in which the results achieved in the secondary education competitions or other scientific competitions and the way and under which conditions the outstanding sports results may be taken into account in the ranking of applications for admission to higher education may also be required to take part in the medical or vocational examination. § 74 of the higher education act. the following point (x) is added to paragraph 1 of article 2 (1) of the act: [the minister of education in the field of state responsibilities relating to higher education].x) is laid down in article 87/a. the training and output requirements of the initial training and master's training as defined in paragraph (1) of section 3. § 34 of the higher education act. in order to clarify the facts, the time limits are to be calculated for the purposes of calculating the time limits for the submission of the certificate to the form and content of the decision by supplementing the decision to replace, on request or ex officio, the decision on request or to amend or withdraw it ex officio, the general rules of administrative procedure and service of 2004 cxl. the provisions of act no. 4 shall apply. § the act on higher education with the following subheading and 21/a. chapter ii is amended as follows: chapter 87/a of multicycle training. § (1) training cycles of higher education providing a level of higher education based on each other: (a) initial training (b) master's degree (c) doctoral training. 2. basic and master's training may be organised as a split training or, in the case laid down in law, as a single undivided training. the structure of the split and undivided trainings divided into cycles is determined by the government. 3. higher education may, in addition to the provisions of paragraph 1, be organised as non-tertiary education training (a) vocational training (b) vocational training. (4) the higher education institution may participate in adult education on the basis of its statutes, without any institutional accreditation provided for in the adult education act. 87/b. § (1) training in the higher education institution shall be carried out on the basis of a training programme. the training programme shall be valid with acceptance by the institutional council. 2. higher education training shall be carried out in accordance with a vocational training programme prepared by the higher education institution and adopted by the institutional council. the vocational training programme can be prepared for higher vocational training as defined in the national training note on the basis of professional and examination requirements issued by the minister for vocational training. (3) the higher education institution and the economic (professional) chamber shall, in cooperation with national organisations representing economic interests, develop the professional and examination requirements and initiate the inclusion of higher education training in the national training register, on the basis of an agreement with the minister for vocational education. higher education qualifications should be included in the national training note following a simplified and accelerated accreditation procedure if:",5
1997CXXVI,"cxxvi 1997 act lxxx of 1993 on higher education. lxxx 1993, amended several times on higher education. act (hereinafter referred to as ""ftv') is amended as follows: the ftv. 7. the second sentence of paragraph 7 of this article is replaced by the following: the ftv. 9/a. the last sentence of paragraph 2 of this article shall be replaced by the following:,the other part of the student's appropriation shall be other state aid which can be used for student's cash and in kind allowances: the republic's scholarship shall also be a student's home (collegium) placement established and maintained by the teacher of the higher education institution or higher education institution or by the housing allowance which triggers it. the ftv. 9/h. article 3 is replaced by the following: § (1) state-acclaimed higher education institutions established by ecclesiastical legal entities (hereinafter referred to as ""church higher education institutions"") and other publicly recognised higher education institutions (hereinafter referred to as ""private higher education institutions"") with non-state establishment (basically private) shall be governed by article 7. in addition to the state contribution laid down in this article, the conditions for the performance of tasks under § (1) of this article shall be provided by the institution of the maintenance or of its own revenue. the maintenance of the conditions for development is the responsibility of the state to which it can contribute. 2. private higher education institutions shall carry out their higher education professional training tasks as a reimbursement service or as a business activity under the provisions of this act. the private higher education institution may also carry out a state-funded higher education training task under a separate agreement. the agreement provides that the institution shall receive a subsidy calculated on the basis of a specific number of students, as follows: (a) for its publicly funded students, 9/a. (b) is entitled to the 9/b. (c) support from the programme financing appropriation may be granted to the training facility normative material established for the specialty on the basis of the number of students laid down in the agreement. 3. for the activity referred to in paragraph 2 or to take up it, the state may grant aid if the institution intends to carry out a task the training content of which differs significantly from or complements training in public institutions. (4) for the functioning of ecclesiastical higher education institutions - iv of 1990 on freedom of conscience and religion and on churches in addition, with regard to the agreement concluded by the republic of hungary and the holy see and its extension to other churches in order to enforce the same rights, the state shall ensure that the church higher education institution receives the same level of support as the state institutions. in the course of religious and religious life, the faculty of the state institutions is entitled to the normative provision of college training for the faculty-teachers of the teaching colleges. (5) for the purpose of establishing the number of publicly funded students of ecclesiastical higher education institutions, article 114/a. the provisions of section 5 shall apply. (6) the appropriation for the training of students receiving religious and religious training of ecclesiastical higher education institutions shall be designed as a separate budget estimate. (7) [load note_2] for the monitoring of the use of state aid to non-state-established higher education institutions under paragraph 1, the 1992 xxxviii on public finances. law 121. the rules of article 4 of the act shall prevail. the ftv. 31. article 5 (5) of the act shall be replaced by the following:",5
1999LXVIII,"lxviii 1999 act lxxix of 1993 on public education. amending act no [fette_1] 1. § lxxix of 1993 on public education, as amended several times. act (hereinafter referred to as ""kt') 1. article 4 is replaced by the following:. § the regulation of this law covers kindergarten education in schools and education in college education and related service and administrative activities regardless of the institution in which it is provided or maintained by the institution. ♪ the qt. ♪ 2. the school shall be responsible for the development and development of the children's pupils' physical emotional moral development of the children's community within the framework of the activities of the college as defined by this act. (a) the child cooperates with the parent in the development of the student's personality (b) the children's community in the development of the learning community in cooperation with the parents' community (c) prepares the student for family planning in the family life. § (1) b.c. 4. the third sentence of paragraph 4 of section 4 of the act is replaced by the following:,the teaching of faith and religion in kindergarten may be organised in the school in such a way as to adapt to the order of compulsory teaching activities. 4. the following sixth to seventh sentence is added to paragraph 4 of article 5 (4) of this act: paragraph 2 shall not apply. the kindergarten cooperates with the interested ecclesiastical legal person in the performance of the elective religious and religious education tasks of the school and the college. ♪ the qt. ♪ 6. the following paragraphs 5 to 6 are added to article 5 of the act:, 5) a child who has completed his studies in the first grade of primary school in 1998. he started in a school year and then begins his education obligation for two years until the end of the school year in which he reaches 18 years of age or his education obligation may be extended until the end of the academic year in which he reaches 20 years of age. 6. at the request of the 16th year of age, the education obligation of a person who has completed a final examination or who has obtained a state recognised qualification or who has become an adult by marriage or who provides for the maintenance of his or her child shall be terminated. the application may be submitted jointly by the student and, with the exception of the adult student, by the parent. the application is taken into account in writing by the school's principal. ♪ the qt. ♪ 8. § 2 of the act is replaced by the following: the following 8/a-8/b. the following paragraphs shall be added: ""8. § (1) the stages of educational and educational work in educational institutions are: (a) the stage of kindergarten education (b) the stage of primary education (c) the phase of secondary education (hereinafter referred to as (b) to (c) together: the stage of general education in school education) (d) the stage of the preparation of vocational education in schools. 2. the stage of kindergarten education shall begin at the age of three and shall, unless otherwise provided for by law, continue until 31 august of the year in which the child reaches the age of seven. 3. the phase of primary education shall begin in the first year and shall run until the end of the eighth grade. the phase of primary education is divided into two parts: beginning in first and ending in fourth grade and beginning in fifth grade",5
2007CXLI,"cxli 2007 act cxxxix of 2005 on higher education. amending act no [fette_1] 1. § cxxxix of 2005 on higher education. act (hereinafter referred to as ""ftv') in annex 1, the subtitle of the non-state colleges is added to the list defined by the hungarian abc according to the order of the business college of sándor wekerle budapest. 2. the ftv. in annex 1, the entry for the ""esztergom"" of the school of roman catholic teaching jános vitéz, in the subtitle of the ""non-state colleges"" is deleted. 3. the ftv. (a) in annex 1 (a) the subtitle of the state colleges of dániel berzsenyi college is deleted szombathely, (b) the term ""programme of the state universities"" shall cease to apply; (c) the title of the university of nyugat-hungarian university is added to the list set out by the hungarian abc. 4. the ftv. in annex 1, the text of the ""international business school"" budapest is replaced by the text of the ""international business school for business budapest"" according to the order of the list defined by the hungarian abc. 5. (1) this act shall enter into force on the eighth day following its publication, with the derogations provided for in paragraph 2. (2) this act 2-3. §2 of the act shall enter into force on 1 january 2008. 3. this act shall expire on 1 february 2008. [leg note_1] the act was adopted by the parliament on the day of the meeting of 12 november 2007.",5
1996LIII,"liii 1996 act on the protection of nature [line note_1] parliament recognises that natural values and natural areas are the specific and irreplaceable parts of national property, and that their maintenance improves the state of their management for present and future generations by ensuring the efficient and rational management of natural resources, in accordance with our international commitments, the establishment of a harmonious relationship between natural heritage and biodiversity and human and nature requires the establishment of an effective protection of nature.part i general provisions the objective of the act is 1. § purpose of this act: (a) to facilitate the knowledge and sustainable use of the general protection of natural values and areas and the biodiversity of their natural systems, and to satisfy society's need for a healthy aesthetic nature; (b) to further develop the results of the preservation of the traditions of nature conservation, to preserve and develop the protection of natural values and areas. 2. § (1) the provisions of this act shall apply: (a) to the restoration of the status of natural and legal persons and other entities; (b) to the restoration of the status of natural and legal persons; (b) in accordance with international agreements adopted from the hungarian part, biodiversity and its habitats shall be the protection of natural resources; and (c) to the definition of the rights and obligations of natural and legal persons and of other organisations relating to the protection of nature; (d) to the pursuit of the interests of the protection of nature; (e) to the development of an economic financial education policy and regulatory system for the protection of nature; and (f) to the development of a system for the prevention of the registration of nature; (f) to the professional management and support of research demonstration of education and scientific activities related to the protection of nature; (g) to the definition of the responsibility of nature; (h) to the establishment of an institutional system for the protection of nature. (d) preserve protected natural values and protected natural areas for present and future generations as necessary to ensure their development. scope of the act 3. § (1) the scope of the law shall extend to all natural values and areas and to all activities related to them, as well as to conservation tasks arising from international conventions and cooperation, unless otherwise provided for in international conventions. (2) liii of 1995 on the general rules for the protection of the environment on issues not covered by this act relating to nature protection. act (hereinafter referred to as ""kt') this regulation shall be binding in its entirety and directly applicable in all member states. basic concepts 4. § for the purposes of this act: (a) natural value: natural resources [kt. 4. § (c) ] the life and the lifeless environment necessary for its survival and other environmental elements which are not natural resources as defined in this act [kt. 4. (c) natural condition: the habitat landscape in which man is not a community of life or, with the exception of its restoration, has played a very limited role, therefore, in its nature.",6
2006XVI,"annex xvi 2006 act on 3 march 1973 adopted in washington on the publication of an amendment to the convention on international trade in endangered species of wild fauna and flora [fet note_1] 1. § parliament adopted the convention on international trade in endangered species of wild fauna and flora in washington on the 3rd of march 1973. annex ii to regulation (eu) no 182/2011 is amended in accordance with annex ii to this regulation. it shall declare its appendix to this act. 2. § i. ii. annex ii to regulation (eu) no 182/2011 is amended in accordance with annex ii to this regulation. the official translation of the appendix in hungarian and the authentic text in english are as follows: annex ii to regulation (eu) no 182/2011 is amended in accordance with annex ii to this regulation. appendix according to the situation of 23 june 2005 interpretation 1. species included in the appendices shall be referred to: (a) by the name of the species; or (b) by any species included in a higher taxon or a prominent part thereof. 2. the abbreviation is used to designate all species of a higher taxon. 3. the reference to taxis higher than the species is intended only for information or classification. 4. in the case of plants, the following abbreviations are used for taxis below the species: (a) the abbreviation ""ssp."" is the abbreviation ""alphajt"" (b) the abbreviation ""difference"" (ka). as none of the species of plant species or higher taxons in appendix i is explained by the fact that their hybrids are covered by article iii of the convention. the provisions of this article shall govern trade in artificially created hybrids of these species or taxis by means of a certificate of artificial reproduction. seed pollen (including pollinium) from hybrids is excluded from the scope of the convention for cut flowers and seed or tissue cultures on in vitro propagated solid or liquid media transported in sterile containers. 6. annex iii is amended in accordance with annex iii to this regulation. names of the countries in brackets following the names of species included in the appendix shall be those of the parties which have the species concerned in accordance with annex iii to this agreement. he's been admitted to the appendice. 7. pursuant to article i (b) (iii) of the convention, annex ii is replaced by the following: or iii. the symbol (#) attached to the name of the species or higher taxon included in the appendix and the subsequent number indicates the specific groups of parts and derivatives to which the provisions of the convention apply: #1 all parts and derivatives except: (a) the core of spores and pollen (including pollinium); (b) seed or tissue cultures on in vitro propagated solid or liquid media transported in sterile containers; and (c) cut flowers from artificially propagated plants; #2 all parts and derivatives except: (a) whole and sliced root and root parts of the sterile container; (b) in vitro propagated solid or liquid material of the plant; (c) cut flowers from artificially propagated plants; and (d) extracted compounds and pharmaceutical finished products; (d) whole and sliced root and root parts of the soil; (b) processed pieces and derivatives of the seed of the plant as a powder in the extract in the form of the plant and in the form of soup;",6
2012CXCVIII,"cxcviii 2012 act lvii of 1995 on water management amending act no [fette_1] 1. § (1) the 1995 lvii on water management act (hereinafter referred to as ""vgtv') 15/c. paragraph (2) of paragraph 1 shall be replaced by the following: (2) the vgtv. 15/c. § (5) and (6) shall be replaced by the following provisions: (6) the obligation to pay water supply contributions to the water user by increasing the legal force of the water licence to the consumer, subject to article 15/b. § (4) - it is generated by the start of the use of water exceeding 10 000 m3. § vgtv. 15/d. paragraph (1) to (3) of the act shall be replaced by the following provisions and the following paragraph 4 shall be added:,1) the water user shall be obliged to pay the water supply contribution calculated after the first three quarters of the calendar year and the water supply contribution by the service user, with the exceptions set out in paragraphs 2 and 3, to the account indicated by the competent water authority by the 15th day of the month following the quarter concerned. 2. by the 15th day of the first month following the reference year, the water user shall pay the water supply contribution (a) if the daily average of the annual water volume specified in the water licence (based on 365 days) does not exceed 25 m3/day (small consumer) (b) if the water used (periodic water user) is used only during a specified period of the year. 3. after the use of water without authorisation, the water supply contribution shall be calculated and paid up until the 15th day of the month following the notification of the final decision by the authority. 4. by the 15th day of the first month following the reference year, the water user subject to the quarterly payment obligation shall pay the difference between the water supply contribution payable after the year's total water demand and the water supply contribution paid in accordance with paragraph 1 after the first three quarters of the year's water demand. § vgtv. 15/e. § (1) shall be replaced by the following provision and the following paragraphs 1a) to (1c) shall be added to the paragraph:. the water user shall declare to the competent water authority the actual water demand and the calculation of the basic data of the payment obligation in the first three quarters of the calendar year by the 15th day of the month following the quarter concerned. 1a. the water user shall declare to the competent water authority the annual data referred to in paragraph 1 together by the 15th day of the month following the reference year. 1b. by way of derogation from paragraph 1, article 15/d. a water user who is subject to an annual payment obligation as defined in paragraph (2) of paragraph 1 shall declare the data specified in paragraph 1 on the data sheet used for this purpose by the 15th day of the month following the reference year. (1c) the service provider shall declare the quantity of water committed and actually supplied to the service consumer by the 15th day of the month following the reference year on the data sheet used for this purpose. § vgtv. 20. the following paragraph 5 shall be added to section 5 of this article:.5 the operator of water facilities for use in the water basins of national property shall be entitled by virtue of the power of this act to use water resources as defined in a separate act. § vgtv. (a) 15/b. in paragraph 4 of this article,",6
